Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),index,Quality_Y
66073,2015,1,1,0.0,,0,True
66073,2015,1,2,0.0,,1,True
66073,2015,1,3,0.0,,2,True
66073,2015,1,4,0.0,,3,True
66073,2015,1,5,0.0,,4,True
66073,2015,1,6,0.0,,5,True
66073,2015,1,7,0.0,,6,True
66073,2015,1,8,0.0,,7,True
66073,2015,1,9,0.0,,8,True
66073,2015,1,10,0.4,1.0,9,True
66073,2015,1,11,19.0,1.0,10,True
66073,2015,1,12,5.0,1.0,11,True
66073,2015,1,13,2.6,1.0,12,True
66073,2015,1,14,0.4,1.0,13,True
66073,2015,1,15,0.0,,14,True
66073,2015,1,16,0.0,,15,True
66073,2015,1,17,0.0,,16,True
66073,2015,1,18,0.0,,17,True
66073,2015,1,19,0.0,,18,True
66073,2015,1,20,12.8,1.0,19,True
66073,2015,1,21,5.8,1.0,20,True
66073,2015,1,22,0.0,,21,True
66073,2015,1,23,0.0,,22,True
66073,2015,1,24,0.0,,23,True
66073,2015,1,25,1.4,1.0,24,True
66073,2015,1,26,3.0,1.0,25,True
66073,2015,1,27,54.8,1.0,26,True
66073,2015,1,28,61.2,1.0,27,True
66073,2015,1,29,17.4,1.0,28,True
66073,2015,1,30,0.0,,29,True
66073,2015,1,31,0.0,,30,True
66073,2015,2,1,0.0,,31,True
66073,2015,2,2,4.0,1.0,32,True
66073,2015,2,3,1.8,1.0,33,True
66073,2015,2,4,0.0,,34,True
66073,2015,2,5,8.0,1.0,35,True
66073,2015,2,6,0.0,,36,True
66073,2015,2,7,0.0,,37,True
66073,2015,2,8,0.0,,38,True
66073,2015,2,9,0.0,,39,True
66073,2015,2,10,0.0,,40,True
66073,2015,2,11,0.0,,41,True
66073,2015,2,12,0.0,,42,True
66073,2015,2,13,6.0,1.0,43,True
66073,2015,2,14,0.2,1.0,44,True
66073,2015,2,15,0.6,1.0,45,True
66073,2015,2,16,0.0,,46,True
66073,2015,2,17,0.0,,47,True
66073,2015,2,18,0.0,,48,True
66073,2015,2,19,0.0,,49,True
66073,2015,2,20,0.0,,50,True
66073,2015,2,21,8.2,1.0,51,True
66073,2015,2,22,6.6,1.0,52,True
66073,2015,2,23,0.0,,53,True
66073,2015,2,24,0.0,,54,True
66073,2015,2,25,0.0,,55,True
66073,2015,2,26,9.8,1.0,56,True
66073,2015,2,27,0.6,1.0,57,True
66073,2015,2,28,0.0,,58,True
66073,2015,3,1,0.0,,59,True
66073,2015,3,2,7.2,1.0,60,True
66073,2015,3,3,0.0,,61,True
66073,2015,3,4,0.0,,62,True
66073,2015,3,5,0.0,,63,True
66073,2015,3,6,0.0,,64,True
66073,2015,3,7,1.0,1.0,65,True
66073,2015,3,8,0.0,,66,True
66073,2015,3,9,0.0,,67,True
66073,2015,3,10,0.0,,68,True
66073,2015,3,11,0.0,,69,True
66073,2015,3,12,0.6,1.0,70,True
66073,2015,3,13,1.4,1.0,71,True
66073,2015,3,14,6.0,1.0,72,True
66073,2015,3,15,0.0,,73,True
66073,2015,3,16,7.4,1.0,74,True
66073,2015,3,17,0.0,,75,True
66073,2015,3,18,0.0,,76,True
66073,2015,3,19,0.0,,77,True
66073,2015,3,20,0.0,,78,True
66073,2015,3,23,1.6,3.0,81,True
66073,2015,3,24,0.0,,82,True
66073,2015,3,25,22.0,1.0,83,True
66073,2015,3,26,0.0,,84,True
66073,2015,3,27,0.0,,85,True
66073,2015,3,28,0.0,,86,True
66073,2015,3,29,0.0,,87,True
66073,2015,3,30,0.0,,88,True
66073,2015,3,31,18.8,1.0,89,True
66073,2015,4,1,7.0,1.0,90,True
66073,2015,4,2,0.0,,91,True
66073,2015,4,3,0.2,1.0,92,True
66073,2015,4,4,18.2,1.0,93,True
66073,2015,4,5,21.6,1.0,94,True
66073,2015,4,6,0.0,,95,True
66073,2015,4,7,0.6,1.0,96,True
66073,2015,4,8,3.2,1.0,97,True
66073,2015,4,9,0.0,,98,True
66073,2015,4,10,0.4,1.0,99,True
66073,2015,4,11,12.4,1.0,100,True
66073,2015,4,12,0.6,1.0,101,True
66073,2015,4,13,0.0,,102,True
66073,2015,4,14,0.0,,103,True
66073,2015,4,15,0.0,,104,True
66073,2015,4,16,0.4,1.0,105,True
66073,2015,4,17,1.8,1.0,106,True
66073,2015,4,18,0.8,1.0,107,True
66073,2015,4,19,2.2,1.0,108,True
66073,2015,4,20,11.2,1.0,109,True
66073,2015,4,21,91.0,1.0,110,True
66073,2015,4,22,74.2,1.0,111,True
66073,2015,4,23,33.4,1.0,112,True
66073,2015,4,24,0.0,,113,True
66073,2015,4,25,0.0,,114,True
66073,2015,4,26,34.0,1.0,115,True
66073,2015,4,27,5.0,1.0,116,True
66073,2015,4,28,0.0,,117,True
66073,2015,4,29,0.0,,118,True
66073,2015,4,30,15.0,1.0,119,True
66073,2015,5,1,32.4,1.0,120,True
66073,2015,5,2,15.8,1.0,121,True
66073,2015,5,3,28.2,1.0,122,True
66073,2015,5,4,0.8,1.0,123,True
66073,2015,5,5,0.4,1.0,124,True
66073,2015,5,6,0.0,,125,True
66073,2015,5,7,0.0,,126,True
66073,2015,5,8,0.0,,127,True
66073,2015,5,9,0.0,,128,True
66073,2015,5,10,0.0,,129,True
66073,2015,5,11,0.0,,130,True
66073,2015,5,12,0.0,,131,True
66073,2015,5,13,0.0,,132,True
66073,2015,5,14,0.8,1.0,133,True
66073,2015,5,15,0.0,,134,True
66073,2015,5,16,1.6,1.0,135,True
66073,2015,5,17,1.8,1.0,136,True
66073,2015,5,18,0.0,,137,True
66073,2015,5,19,0.2,1.0,138,True
66073,2015,5,20,1.8,1.0,139,True
66073,2015,5,21,0.0,,140,True
66073,2015,5,22,9.4,1.0,141,True
66073,2015,5,23,16.2,1.0,142,True
66073,2015,5,24,0.0,,143,True
66073,2015,5,25,0.0,,144,True
66073,2015,5,26,0.0,,145,True
66073,2015,5,27,0.0,,146,True
66073,2015,5,28,0.0,,147,True
66073,2015,5,29,0.4,1.0,148,True
66073,2015,5,30,0.0,,149,True
66073,2015,5,31,0.0,,150,True
66073,2015,7,1,2.0,1.0,181,True
66073,2015,7,2,0.0,,182,True
66073,2015,7,3,0.0,,183,True
66073,2015,7,4,0.0,,184,True
66073,2015,7,5,0.0,,185,True
66073,2015,7,6,0.0,,186,True
66073,2015,7,7,0.0,,187,True
66073,2015,7,8,15.8,1.0,188,True
66073,2015,7,9,0.2,1.0,189,True
66073,2015,7,10,0.0,,190,True
66073,2015,7,11,0.6,1.0,191,True
66073,2015,7,13,3.6,2.0,193,True
66073,2015,7,14,1.0,1.0,194,True
66073,2015,7,15,0.0,,195,True
66073,2015,7,17,15.0,2.0,197,True
66073,2015,7,18,12.8,1.0,198,True
66073,2015,7,19,2.0,1.0,199,True
66073,2015,7,20,0.8,1.0,200,True
66073,2015,7,21,4.8,1.0,201,True
66073,2015,7,22,0.0,,202,True
66073,2015,7,23,1.8,1.0,203,True
66073,2015,7,24,0.0,,204,True
66073,2015,7,25,0.0,,205,True
66073,2015,7,26,0.0,,206,True
66073,2015,7,27,0.0,,207,True
66073,2015,7,28,0.0,,208,True
66073,2015,7,29,0.0,,209,True
66073,2015,7,30,0.0,,210,True
66073,2015,7,31,0.0,,211,True
66073,2015,8,5,0.2,5.0,216,True
66073,2015,8,16,1.8,11.0,227,True
66073,2015,8,17,1.9,1.0,228,True
66073,2015,8,18,0.0,,229,True
66073,2015,8,19,0.0,,230,True
66073,2015,8,20,0.0,,231,True
66073,2015,8,21,0.0,,232,True
66073,2015,8,22,0.0,,233,True
66073,2015,8,23,3.0,1.0,234,True
66073,2015,8,24,5.2,1.0,235,True
66073,2015,8,25,61.4,1.0,236,True
66073,2015,8,26,2.2,1.0,237,True
66073,2015,8,27,0.2,1.0,238,True
66073,2015,8,28,0.0,,239,True
66073,2015,8,29,0.0,,240,True
66073,2015,8,30,0.0,,241,True
66073,2015,8,31,0.0,,242,True
66073,2015,9,1,0.0,,243,False
66073,2015,9,2,0.0,,244,True
66073,2015,9,3,3.2,1.0,245,True
66073,2015,9,4,28.6,1.0,246,False
66073,2015,9,5,0.0,,247,False
66073,2015,9,6,1.4,1.0,248,False
66073,2015,9,7,1.4,1.0,249,False
66073,2015,9,8,0.0,,250,False
66073,2015,9,9,0.0,,251,False
66073,2015,9,10,2.4,1.0,252,False
66073,2015,9,11,0.0,,253,False
66073,2015,9,12,0.0,,254,False
66073,2015,9,13,0.0,,255,False
66073,2015,9,14,0.0,,256,False
66073,2015,9,15,0.0,,257,False
66073,2015,9,16,0.0,,258,False
66073,2015,9,17,0.0,,259,False
66073,2015,9,20,0.0,,262,False
66073,2015,9,21,0.2,1.0,263,False
66073,2015,9,22,0.0,,264,False
66073,2015,9,23,1.0,1.0,265,False
66073,2015,9,24,4.2,1.0,266,False
66073,2015,9,25,29.4,1.0,267,False
66073,2015,9,26,3.0,1.0,268,False
66073,2015,9,27,5.4,1.0,269,False
66073,2015,9,28,0.6,1.0,270,False
66073,2015,9,29,0.0,,271,False
66073,2015,9,30,0.0,,272,False
66073,2015,10,1,0.0,,273,True
66073,2015,10,2,3.0,1.0,274,True
66073,2015,10,3,0.0,,275,True
66073,2015,10,4,0.0,,276,True
66073,2015,10,5,0.0,,277,True
66073,2015,10,6,0.0,,278,True
66073,2015,10,7,0.0,,279,True
66073,2015,10,8,0.0,,280,True
66073,2015,10,9,0.0,,281,True
66073,2015,10,10,0.0,,282,True
66073,2015,10,11,0.0,,283,True
66073,2015,10,12,2.6,1.0,284,True
66073,2015,10,13,0.0,,285,True
66073,2015,10,14,0.0,,286,True
66073,2015,10,15,0.0,,287,True
66073,2015,10,16,0.0,,288,True
66073,2015,10,17,0.0,,289,True
66073,2015,10,18,1.8,1.0,290,True
66073,2015,10,19,0.6,1.0,291,True
66073,2015,10,20,0.0,,292,True
66073,2015,10,21,1.6,1.0,293,True
66073,2015,10,22,3.4,1.0,294,True
66073,2015,10,23,9.2,1.0,295,True
66073,2015,10,24,0.0,,296,True
66073,2015,10,25,0.0,,297,True
66073,2015,10,26,0.0,,298,True
66073,2015,10,27,4.6,1.0,299,True
66073,2015,10,28,2.0,1.0,300,True
66073,2015,10,29,0.0,,301,True
66073,2015,10,30,0.0,,302,True
66073,2015,10,31,0.0,,303,True
66073,2015,11,1,0.0,,304,True
66073,2015,11,2,12.6,1.0,305,True
66073,2015,11,5,13.8,3.0,308,True
66073,2015,11,8,0.0,,311,True
66073,2015,11,9,0.0,,312,True
66073,2015,11,10,0.0,,313,True
66073,2015,11,11,0.0,,314,True
66073,2015,11,13,0.0,,316,True
66073,2015,11,17,0.0,,320,True
66073,2015,11,18,0.0,,321,True
66073,2015,11,19,0.0,,322,True
66073,2015,11,20,0.0,,323,True
66073,2015,11,21,0.0,,324,True
66073,2015,11,22,0.0,,325,True
66073,2015,11,23,0.0,,326,True
66073,2015,11,24,0.0,,327,True
66073,2015,11,25,0.0,,328,True
66073,2015,11,26,0.0,,329,True
66073,2015,11,27,0.0,,330,True
66073,2015,11,28,0.0,,331,True
66073,2015,11,29,0.0,,332,True
66073,2015,11,30,0.0,,333,True
66073,2015,12,1,0.0,,334,True
66073,2015,12,2,0.0,,335,True
66073,2015,12,3,0.0,,336,True
66073,2015,12,4,0.0,,337,True
66073,2015,12,5,0.0,,338,True
66073,2015,12,6,0.0,,339,True
66073,2015,12,7,0.0,,340,True
66073,2015,12,8,0.0,,341,True
66073,2015,12,9,1.2,1.0,342,True
66073,2015,12,10,0.0,,343,True
66073,2015,12,11,0.0,,344,True
66073,2015,12,12,0.0,,345,True
66073,2015,12,13,0.0,,346,True
66073,2015,12,14,0.0,,347,True
66073,2015,12,15,0.0,,348,True
66073,2015,12,16,1.0,1.0,349,True
66073,2015,12,17,38.4,1.0,350,True
66073,2015,12,18,0.0,,351,True
66073,2015,12,19,0.0,,352,True
66073,2015,12,20,0.0,,353,True
66073,2015,12,21,0.0,,354,True
66073,2015,12,22,27.0,1.0,355,True
66073,2015,12,23,29.6,1.0,356,True
66073,2015,12,24,0.4,1.0,357,True
66073,2015,12,25,0.0,,358,True
66073,2015,12,28,5.4,3.0,361,True
66073,2015,12,29,0.0,,362,True
66073,2015,12,30,0.0,,363,True
66073,2015,12,31,0.0,,364,True
66073,2016,1,1,0.0,,365,True
66073,2016,1,2,0.0,,366,True
66073,2016,1,3,0.0,,367,True
66073,2016,1,4,10.0,1.0,368,True
66073,2016,1,5,41.0,1.0,369,True
66073,2016,1,6,48.0,1.0,370,True
66073,2016,1,8,0.0,,372,True
66073,2016,1,9,0.0,,373,True
66073,2016,1,10,0.0,,374,True
66073,2016,1,11,0.0,,375,True
66073,2016,1,12,0.0,,376,True
66073,2016,1,13,0.0,,377,True
66073,2016,1,14,0.0,,378,True
66073,2016,1,16,27.4,2.0,380,True
66073,2016,1,17,0.0,,381,True
66073,2016,1,18,0.0,,382,True
66073,2016,1,19,0.0,,383,True
66073,2016,1,20,0.0,,384,True
66073,2016,1,21,0.0,,385,True
66073,2016,1,24,0.0,,388,True
66073,2016,1,25,0.2,1.0,389,True
66073,2016,1,27,0.0,,391,True
66073,2016,1,28,0.0,,392,True
66073,2016,1,29,0.0,,393,True
66073,2016,2,1,0.0,,396,True
66073,2016,2,4,8.6,3.0,399,True
66073,2016,2,5,3.6,1.0,400,True
66073,2016,2,6,0.0,,401,True
66073,2016,2,7,0.0,,402,True
66073,2016,2,8,0.0,,403,True
66073,2016,2,9,0.0,,404,True
66073,2016,2,10,0.0,,405,True
66073,2016,2,11,0.0,,406,True
66073,2016,2,12,0.0,,407,True
66073,2016,2,13,0.0,,408,True
66073,2016,2,14,0.0,,409,True
66073,2016,2,15,0.0,,410,True
66073,2016,2,16,0.0,,411,True
66073,2016,2,17,0.0,,412,True
66073,2016,2,18,0.0,,413,True
66073,2016,2,19,0.0,,414,True
66073,2016,2,20,0.0,,415,True
66073,2016,2,22,22.2,2.0,417,True
66073,2016,2,23,0.0,,418,True
66073,2016,2,24,0.0,,419,True
66073,2016,2,25,0.0,,420,True
66073,2016,2,26,0.0,,421,True
66073,2016,2,27,0.0,,422,True
66073,2016,2,28,0.0,,423,True
66073,2016,2,29,0.0,,424,True
66073,2016,3,1,0.0,,425,True
66073,2016,3,2,0.0,,426,True
66073,2016,3,3,0.0,,427,True
66073,2016,3,4,0.0,,428,True
66073,2016,3,5,0.0,,429,True
66073,2016,3,6,0.0,,430,True
66073,2016,3,7,0.0,,431,True
66073,2016,3,8,0.0,,432,True
66073,2016,3,9,0.0,,433,True
66073,2016,3,10,0.0,,434,True
66073,2016,3,11,0.0,,435,True
66073,2016,3,12,0.0,,436,True
66073,2016,3,13,0.0,,437,True
66073,2016,3,14,0.0,,438,True
66073,2016,3,15,18.2,1.0,439,True
66073,2016,3,16,17.8,1.0,440,True
66073,2016,3,17,9.4,1.0,441,True
66073,2016,3,18,0.0,,442,True
66073,2016,3,19,1.8,1.0,443,True
66073,2016,3,20,0.4,1.0,444,True
66073,2016,3,21,85.0,1.0,445,True
66073,2016,3,22,39.8,1.0,446,True
66073,2016,3,23,0.0,,447,True
66073,2016,3,24,0.0,,448,True
66073,2016,3,25,0.0,,449,True
66073,2016,3,26,0.0,,450,True
66073,2016,3,28,24.2,2.0,452,True
66073,2016,3,29,0.2,1.0,453,True
66073,2016,3,30,4.6,1.0,454,True
66073,2016,3,31,0.0,,455,True
66073,2016,4,1,0.0,,456,True
66073,2016,4,2,0.0,,457,True
66073,2016,4,3,3.0,1.0,458,True
66073,2016,4,5,2.4,1.0,460,True
66073,2016,4,6,0.0,,461,True
66073,2016,4,7,0.0,,462,True
66073,2016,4,8,0.0,,463,True
66073,2016,4,9,0.0,,464,True
66073,2016,4,10,0.0,,465,True
66073,2016,4,11,0.0,,466,True
66073,2016,4,13,3.0,1.0,468,True
66073,2016,4,14,0.9,1.0,469,True
66073,2016,4,15,0.2,1.0,470,True
66073,2016,4,16,0.0,,471,True
66073,2016,4,17,3.0,1.0,472,True
66073,2016,4,18,6.2,1.0,473,True
66073,2016,4,19,1.0,1.0,474,True
66073,2016,4,20,0.2,1.0,475,True
66073,2016,4,21,0.0,,476,True
66073,2016,4,22,0.0,,477,True
66073,2016,4,23,6.4,1.0,478,True
66073,2016,4,24,3.0,1.0,479,True
66073,2016,4,25,0.0,,480,True
66073,2016,4,26,0.2,1.0,481,True
66073,2016,4,27,0.1,1.0,482,True
66073,2016,4,28,0.0,,483,True
66073,2016,4,29,0.0,,484,True
66073,2016,4,30,0.2,1.0,485,True
66073,2016,5,1,2.8,1.0,486,True
66073,2016,5,2,0.0,,487,True
66073,2016,5,3,0.0,,488,True
66073,2016,5,4,0.0,,489,True
66073,2016,5,5,0.0,,490,True
66073,2016,5,6,0.2,1.0,491,True
66073,2016,5,7,0.0,,492,True
66073,2016,5,8,0.2,1.0,493,True
66073,2016,5,9,2.2,1.0,494,True
66073,2016,5,10,0.4,1.0,495,True
66073,2016,5,11,0.0,,496,True
66073,2016,5,12,0.0,,497,True
66073,2016,5,13,0.0,,498,True
66073,2016,5,14,0.0,,499,True
66073,2016,5,15,0.0,,500,True
66073,2016,5,16,0.0,,501,True
66073,2016,5,17,0.0,,502,True
66073,2016,5,18,0.0,,503,True
66073,2016,5,19,0.0,,504,True
66073,2016,5,20,0.0,,505,True
66073,2016,5,21,0.0,,506,True
66073,2016,5,22,0.0,,507,True
66073,2016,5,23,0.0,,508,True
66073,2016,5,24,0.0,,509,True
66073,2016,5,25,0.0,,510,True
66073,2016,5,26,0.6,1.0,511,True
66073,2016,5,27,0.2,1.0,512,True
66073,2016,5,28,0.0,,513,True
66073,2016,5,29,4.6,1.0,514,True
66073,2016,5,30,0.0,,515,True
66073,2016,5,31,1.2,1.0,516,True
66073,2016,6,1,16.4,1.0,517,True
66073,2016,6,2,0.5,1.0,518,True
66073,2016,6,3,3.4,1.0,519,True
66073,2016,6,4,59.8,1.0,520,True
66073,2016,6,5,97.0,1.0,521,True
66073,2016,6,6,64.2,1.0,522,True
66073,2016,6,7,0.2,1.0,523,True
66073,2016,6,8,0.0,,524,True
66073,2016,6,9,0.8,1.0,525,True
66073,2016,6,10,0.2,1.0,526,True
66073,2016,6,11,0.0,,527,True
66073,2016,6,12,0.0,,528,True
66073,2016,6,13,0.6,1.0,529,True
66073,2016,6,14,0.0,,530,True
66073,2016,6,15,0.0,,531,True
66073,2016,6,16,0.0,,532,True
66073,2016,6,17,0.0,,533,True
66073,2016,6,18,6.6,1.0,534,True
66073,2016,6,19,1.4,1.0,535,True
66073,2016,6,20,24.4,1.0,536,True
66073,2016,6,21,0.0,,537,True
66073,2016,6,22,0.0,,538,True
66073,2016,6,23,0.0,,539,True
66073,2016,6,24,0.0,,540,True
66073,2016,6,25,0.4,1.0,541,True
66073,2016,6,26,0.0,,542,True
66073,2016,6,27,0.2,1.0,543,True
66073,2016,6,28,3.4,1.0,544,True
66073,2016,6,29,0.0,,545,True
66073,2016,6,30,0.0,,546,True
66073,2016,7,1,0.0,,547,True
66073,2016,7,2,0.0,,548,True
66073,2016,7,3,0.0,,549,True
66073,2016,7,4,0.0,,550,True
66073,2016,7,5,5.0,1.0,551,True
66073,2016,7,6,0.4,1.0,552,True
66073,2016,7,7,24.8,1.0,553,True
66073,2016,7,8,12.8,1.0,554,True
66073,2016,7,10,4.0,2.0,556,True
66073,2016,7,11,0.0,,557,True
66073,2016,7,12,0.2,1.0,558,True
66073,2016,7,13,0.0,,559,True
66073,2016,7,14,0.0,,560,True
66073,2016,7,15,0.0,,561,True
66073,2016,7,16,0.0,,562,True
66073,2016,7,17,0.6,1.0,563,True
66073,2016,7,18,0.2,1.0,564,True
66073,2016,7,19,0.0,,565,True
66073,2016,7,20,13.6,1.0,566,True
66073,2016,7,21,25.0,1.0,567,True
66073,2016,7,22,0.2,1.0,568,True
66073,2016,7,23,5.8,1.0,569,True
66073,2016,7,24,0.0,,570,True
66073,2016,7,25,0.0,,571,True
66073,2016,7,26,0.0,,572,True
66073,2016,7,27,0.0,,573,True
66073,2016,7,28,0.0,,574,True
66073,2016,7,29,0.0,,575,True
66073,2016,7,30,0.0,,576,True
66073,2016,7,31,0.0,,577,True
66073,2016,8,1,0.0,,578,True
66073,2016,8,2,1.0,1.0,579,True
66073,2016,8,3,24.6,1.0,580,True
66073,2016,8,4,38.6,1.0,581,True
66073,2016,8,5,3.8,1.0,582,True
66073,2016,8,6,6.4,1.0,583,True
66073,2016,8,7,5.0,1.0,584,True
66073,2016,8,8,0.2,1.0,585,True
66073,2016,8,9,0.2,1.0,586,True
66073,2016,8,10,0.0,,587,True
66073,2016,8,11,0.0,,588,True
66073,2016,8,12,0.0,,589,True
66073,2016,8,13,0.0,,590,True
66073,2016,8,15,0.1,2.0,592,True
66073,2016,8,16,0.0,,593,True
66073,2016,8,17,0.0,,594,True
66073,2016,8,18,0.0,,595,True
66073,2016,8,19,0.0,,596,True
66073,2016,8,20,0.6,1.0,597,True
66073,2016,8,21,0.0,,598,True
66073,2016,8,22,0.0,,599,True
66073,2016,8,23,2.4,1.0,600,True
66073,2016,8,24,4.2,1.0,601,True
66073,2016,8,25,54.8,1.0,602,True
66073,2016,8,26,0.1,1.0,603,True
66073,2016,8,27,3.0,1.0,604,True
66073,2016,8,28,0.0,,605,True
66073,2016,8,29,0.0,,606,True
66073,2016,8,30,0.0,,607,True
66073,2016,8,31,0.0,,608,True
66073,2016,9,1,0.0,,609,True
66073,2016,9,2,14.4,1.0,610,True
66073,2016,9,3,28.2,1.0,611,True
66073,2016,9,4,0.1,1.0,612,True
66073,2016,9,5,0.0,,613,True
66073,2016,9,6,0.0,,614,True
66073,2016,9,7,0.0,,615,True
66073,2016,9,8,0.0,,616,True
66073,2016,9,9,0.0,,617,True
66073,2016,9,10,1.4,1.0,618,True
